Name,Year,Weight
Serpent's Tongue,2013,3.67
D-Day at Tarawa,2014,3.67
Codex: Card-Time Strategy - Deluxe Set,2016,3.67
Cave Evil: Warcults,2016,3.67
Human Interface: Nakamura Tower,2016,3.67
Desert Fox Deluxe,2016,3.67
Folklore: The Affliction,2017,3.67
Guam: Return to Glory,2017,3.67
Root,2018,3.67
Paladins of the West Kingdom,2019,3.67
Orchard Ocean,2019,3.67
Straszydła,2019,3.67
Praga Caput Regni,2020,3.67
Nevada City,2020,3.67
The Mission: Early Christianity from the Crucifixion to the Crusades,2020,3.67
1861/1867,2020,3.67
The Fulda Gap: The Battle for the Center,2020,3.67
Stronghold: Undead (Second Edition),2021,3.67
Arkwright: The Card Game,2021,3.67
Firepower,1984,3.68
Lion of the North: The Dawn of Modern Warfare,1993,3.68
Reef Encounter,2004,3.68
1825 Unit 3,2004,3.68
Fortress Berlin,2004,3.68
Pax Romana,2006,3.68
The Great War in Europe: Deluxe Edition,2007,3.68
Nothing Gained But Glory,2010,3.68
Battles of Napoleon: The Eagle and the Lion,2010,3.68
Lyssan,2012,3.68
Wir sind das Volk!,2014,3.68
Millennium Blades,2016,3.68
Escape Plan,2019,3.68
Batman: Gotham City Chronicles,2019,3.68
Day Night Z,2019,3.68
Alma Mater,2020,3.68
To the Green Fields Beyond: The Battle of Cambrai. 1917,1978,3.69
Middle-earth,1995,3.69
Tenjo,2001,3.69
Ardennes '44: The Battle of the Bulge,2003,3.69
Stronghold,2009,3.69
Bios: Megafauna,2011,3.69
Polis: Fight for the Hegemony,2012,3.69
Hegemonic,2013,3.69
AquaSphere,2014,3.69
Mega Civilization,2015,3.69
Renegade,2018,3.69
Dungeon Alliance,2018,3.69
Robin Hood and the Merry Men,2018,3.69
Warhammer: The Mass Combat Fantasy Roleplaying Game (1st Edition),1983,3.7
A Raging Storm,1997,3.7
Neuland,2004,3.7
Le Grand Empire,2007,3.7
Eclipse,2011,3.7
Fallen Land: A Post Apocalyptic Board Game,2017,3.7
Titan,2020,3.7
A Gleam of Bayonets: The Battle of Antietam,1983,3.71
Johnny Reb,1983,3.71
To the Wolf's Lair!,1983,3.71
Warhammer 40.000: Rogue Trader,1987,3.71
IDF (Israeli Defense Force),1993,3.71
Fatal Alliances II,1994,3.71
The Army of the Heartland: The Army of Tennessee's Campaigns. 1861-1863,1996,3.71
Star Blazers Fleet Battle System,1997,3.71
For the People,1998,3.71
A Frozen Hell: The Battle of Tolvajärv,2000,3.71
1862,2000,3.71
Grant Takes Command,2001,3.71
Highway to the Kremlin: Napoleon's March on Moscow,2001,3.71
RAN,2007,3.71
After the Flood,2008,3.71
Confucius,2008,3.71
South Mountain,2008,3.71
Squadron Strike!,2008,3.71
Warmachine Prime Mk II,2010,3.71
None But Heroes,2011,3.71
The Great Zimbabwe,2012,3.71
Dilluvia Project,2015,3.71
Star Wars: Rebellion,2016,3.71
Great Western Trail,2016,3.71
Apocrypha Adventure Card Game: Box One - The World,2017,3.71
Magus: Aura Mortis,2017,3.71
Tsukuyumi: Full Moon Down,2018,3.71
De Vulgari Eloquentia: Deluxe Edition,2019,3.71
Hell's Highway: Operation Market Garden,1983,3.72
Arabian Nightmare: The Kuwait War,1990,3.72
SPQR,1992,3.72
La Bataille de Corunna-Espagnol,1995,3.72
Field of Glory: Ancient and Medieval Wargaming Rules,2008,3.72
1805: Sea of Glory,2009,3.72
A Game of Thrones: The Board Game (Second Edition),2011,3.72
Ground Floor,2012,3.72
Leaving Earth,2015,3.72
Martians: A Story of Civilization,2016,3.72
Tobruk:  Tank Battles in North Africa 1942,1975,3.73
Star Trader,1982,3.73
La Bataille d'Albuera: Espagnol,1987,3.73
Rok 1920,1995,3.73
Johnny Reb III: Regimental Grand Tactical American Civil War Miniatures Rules,1996,3.73
Talavera & Vimeiro,2007,3.73
Mecanisburgo,2008,3.73
The Battle for Normandy,2009,3.73
Florenza,2010,3.73
Archipelago,2012,3.73
Panzer: The Game of Small Unit Actions and Combined Arms Operations on the Eastern Front 1943-45,2012,3.73
Batman Miniature Game,2012,3.73
Neanderthal,2015,3.73
Periorbis,2017,3.73
Mysthea,2019,3.73
Le Havre,2008,3.74
Warhammer 40.000 (Fifth Edition),2008,3.74
Río de la Plata,2010,3.74
Bora Bora,2013,3.74
Stonewall Jackson's Way II: Battles of Bull Run,2013,3.74
Unconditional Surrender! World War 2 in Europe,2014,3.74
Crystal Palace,2019,3.74
Darwin's Journey,2021,3.74
Panzer: A Tactical Game of Armored Combat on the Eastern Front. 1941-1945,1979,3.75
C.V.: A Game of the Battle of Midway,1979,3.75
Jackson at the Crossroads: Cross Keys & Port Republic. June 8-9. 1862,1981,3.75
Rommel's War,1985,3.75
The BattleTech Compendium,1990,3.75
La Batalla de los Arapiles,1995,3.75
La Révolution française: La patrie en danger 1791-1795,1995,3.75
Hatalom Kártyái Kártyajáték,1995,3.75
Operation Spark: the Relief of Leningrad 1943,1997,3.75
Union vs. Central,1999,3.75
Cold Days in Hell,2000,3.75
Advanced Squad Leader: Starter Kit #1,2004,3.75
War Between The States 1861-1865 (Second Edition),2004,3.75
Kaivai,2005,3.75
1832: The South,2006,3.75
1848: Australia,2007,3.75
Inside Pitch Baseball,2008,3.75
Baltimore & Ohio,2009,3.75
Slither,2010,3.75
Malifaux Rules Manual,2011,3.75
Tomorrow's War (Second Edition),2011,3.75
Global War 1939,2011,3.75
Flames of War: Open Fire!,2012,3.75
Athlas: Duel for Divinity,2014,3.75
Demigods Evolution,2014,3.75
Dawn of the Zeds (Third Edition),2016,3.75
Lex in Lemniscate,2016,3.75
Colonial Twilight: The French-Algerian War. 1954-62,2017,3.75
Phoenix Covenant,2017,3.75
Heropath: Dragon Roar,2018,3.75
Daimyo's Fall,2018,3.75
Pax Pamir: Second Edition,2019,3.75
Nevsky: Teutons and Rus in Collision 1240-1242,2019,3.75
Pandemain: Traditional Farmers' Bread,2019,3.75
A Time for Trumpets: The Battle of the Bulge. December 1944,2020,3.75
Shogun no Katana,2021,3.75
1829,1974,3.76
1824: Austria-Hungary,2005,3.76
Planet Steam,2008,3.76
Duck Dealer,2008,3.76
Horus Heresy,2010,3.76
Battle Above the Clouds,2010,3.76
Blocks in the East,2012,3.76
Patchistory,2013,3.76
The Guns of Gettysburg,2013,3.76
Panamax,2014,3.76
Stronghold: 2nd edition,2015,3.76
Ave Roma,2016,3.76
SeaFall,2016,3.76
Vast: The Mysterious Manor,2019,3.76
Guderian's Blitzkrieg: The Drive on Moscow,1992,3.77
Europe Engulfed: WWII European Theatre Block Game,2003,3.77
The Rise of the Roman Republic,2003,3.77
Chandragupta,2008,3.77
The Battle of Monmouth,2008,3.77
Napoleon against Europe,2013,3.77
Forge War,2015,3.77
Teotihuacan: City of Gods,2018,3.77
War Between The States 1861-1865,1977,3.78
Armor: A Tactical Game of Armored Combat in Western Europe. 1944-1945,1980,3.78
Imperium Romanum II,1985,3.78
The Great War in Europe,1995,3.78
Arena: Morituri te salutant,1997,3.78
Darkest December: Battle of the Bulge 1944,2004,3.78
Gustav Adolf the Great: With God and Victorious Arms,2006,3.78
Steam over Holland,2007,3.78
Runewars,2010,3.78
18Ardennes,2010,3.78
Robinson Crusoe: Adventures on the Cursed Island,2012,3.78
Andean Abyss,2012,3.78
Gladiatori,2012,3.78
Burano,2015,3.78
Captains of Industry,2015,3.78
Case White: The Invasion of Poland. 1939,1977,3.79
Operation Crusader,1978,3.79
Trial of Strength: War on the Eastern Front,1985,3.79
MBT,1989,3.79
Days of Decision,1990,3.79
Flashpoint: Golan - The Fifth Arab-Israeli War,1991,3.79
American Megafauna,1997,3.79
Advanced Squad Leader: Starter Kit #2,2005,3.79
Asia Engulfed,2007,3.79
Age of Muskets Volume I: Tomb for an Empire,2008,3.79
Asgard,2012,3.79
Caverna: The Cave Farmers,2013,3.79
Nippon,2015,3.79
Lignum,2015,3.79
Crisis at Steamfall,2019,3.79
La Bataille de la Moscowa,1975,3.8
TacForce,1980,3.8
The Civil War 1861-1865,1983,3.8
NATO. Nukes & Nazis,1990,3.8
*Star,1999,3.8
Morsecode ···-,2001,3.8
Akron,2002,3.8
Caylus,2005,3.8
War in the Aegean,2005,3.8
18TN,2006,3.8
Origins:  How We Became Human,2007,3.8
Argent: The Consortium,2015,3.8
Fief: France 1429,2015,3.8
Holland '44: Operation Market-Garden,2017,3.8
Lock 'n Load Tactical: Heroes Against the Red Star,2017,3.8
Normandy: The Beginning of the End,2018,3.8
Flesh and Blood,2019,3.8
Warfighter Shadow War: The Modern Night Combat Card Game,2019,3.8
Beyond Humanity: Colonies,2020,3.8
Carnegie,2021,3.8
Perseverance: Castaway Chronicles - Episodes 1 & 2,2021,3.8
Sword & Sorcery: Ancient Chronicles,2021,3.8
Chess 960,1996,3.81
Red Badge of Courage,2001,3.81
MIL (1049),2011,3.81
Sigismundus Augustus: Dei gratia rex Poloniae,2012,3.81
Western Desert,1982,3.82
La Bataille d'Orthez,2000,3.82
A Distant Plain,2013,3.82
Decision at Elst: An Advanced Squad Leader Starter Kit Historical Module,2014,3.82
Tramways,2016,3.82
Tales of the Northlands: The Sagas of Noggin the Nog,2018,3.82
Black Angel,2019,3.82
Middara: Unintentional Malum - Act 1,2019,3.82
War and Peace: Game of the Napoleonic Wars,2020,3.82
Oath: Chronicles of Empire and Exile,2021,3.82
Avalanche: The Salerno Landings,1976,3.83
Bar-Lev: The 1973 Arab-Israeli War,1977,3.83
La Bataille d'Espagnol: Talavera,1979,3.83
Torch,1985,3.83
Les Aigles,1990,3.83
First to Fight,1991,3.83
War For the Motherland,1994,3.83
Screaming Eagles in Holland: The 101st Airborne Division's Defense of Hell's Highway. 22-23 September. 1944,2002,3.83
Victory By Any Means: Campaign Guide,2004,3.83
USN Deluxe,2004,3.83
Stonne Heights,2007,3.83
SPQR (Deluxe Edition),2008,3.83
1865: Sardinia,2011,3.83
1858: The Railways of Iberia,2011,3.83
ZhanGuo,2014,3.83
Forbidden Stars,2015,3.83
The U.S. Civil War,2015,3.83
Unlock!: Escape Adventures - Temple of Ra,2017,3.83
Twilight of the Gods,2017,3.83
Skull Tales: Full Sail!,2019,3.83
1824: Austrian-Hungarian Railway (Second Edition),2019,3.83
Exploration,2020,3.83
La Bataille de Preussisch-Eylau,1978,3.84
Leros,1996,3.84
Paths of Glory,1999,3.84
Arnhem: Defiant Stand,2003,3.84
StarCraft: The Board Game,2007,3.84
Kohle & Kolonie,2013,3.84
Myth,2014,3.84
A Feast for Odin,2016,3.84
Polis,2020,3.84
Solomons Campaign: Air. Land. and Sea Warfare. Pacific 1942,1973,3.85
Pax Britannica: The Colonial Era 1880 to the Great War,1985,3.85
War of the Ring,2004,3.85
Navajo Wars,2013,3.85
Blocks in the West,2013,3.85
The Convicted,2014,3.85
Perdition's Mouth: Abyssal Rift,2016,3.85
Too Many Bones,2017,3.85
Necromunda: Underhive,2017,3.85
Cataclysm: A Second World War,2018,3.85
Pipeline,2019,3.85
Flotilla,2019,3.85
Downfall,2019,3.85
MeM,1968,3.86
La Bataille d'Auerstædt,1977,3.86
Star Fleet Battles (Designer's Edition),1979,3.86
1829 Northern Board,1981,3.86
Balkan Front,1990,3.86
La Bataille de Ligny,1991,3.86
The War for the Union,1992,3.86
Age of Renaissance,1996,3.86
18AL,1999,3.86
1826: Railroading in France and Belgium from 1826,2000,3.86
Gonnect,2000,3.86
Ur: 1830 BC,2001,3.86
Brass: Lancashire,2007,3.86
The Devil's Cauldron: The Battles for Arnhem and Nijmegen,2008,3.86
Romolo o Remo?,2013,3.86
18Africa,2014,3.86
Lock 'n Load Tactical: Heroes of the Pacific,2015,3.86
Holy Roman Empire: The Thirty-Years War,2015,3.86
Gloomhaven,2017,3.86
The Enigma Box,2017,3.86
Atlanta Is Ours,2018,3.86
Uprising: Curse of the Last Emperor,2021,3.86
Kursk: History's Greatest Tank Battle. July 1943,1980,3.87
The Speed of Heat,1992,3.87
18MEX,2005,3.87
CO₂,2012,3.87
Stawka większa niż życie,2015,3.87
Maracaibo,2019,3.87
Imperial Struggle,2020,3.87
The Siege of Jerusalem (Third Edition),1989,3.88
First Blood: The 1st and 2nd Battles of Manassas,1989,3.88
Piercing the Reich,1995,3.88
The Damned Die Hard: Philippines '41,1999,3.88
Bataan!,2010,3.88
The Blitzkrieg Legend: The Battle for France. 1940,2012,3.88
Fields of Arle,2014,3.88
Last Blitzkrieg: Wacht am Rhein. The Battle of the Bulge,2016,3.88
MBT (Second Edition),2016,3.88
Vivarium,2017,3.88
18Chesapeake,2020,3.88
Sheol,2021,3.88
WFF 'N PROOF,1962,3.89
Elusive Victory: The Air War over the Suez Canal. 1967-1973,2009,3.89
Sid Meier's Civilization: The Board Game,2010,3.89
Earth Reborn,2010,3.89
Rolling Stock,2011,3.89
Blocks in Afrika,2014,3.89
Dune,2019,3.89
Dominant Species: Marine,2021,3.89
Up Scope! Tactical Submarine Warfare in the 20th Century,1978,3.9
Marita-Merkur: The Campaign in the Balkans. 1940-41,1979,3.9
Seekrieg (Fourth Edition),1981,3.9
La Bataille de Lützen,1999,3.9
Age of Steam,2002,3.9
Clash Along the Psel: The Battle of Kursk 1943,2004,3.9
Advanced Squad Leader: Starter Kit #3,2007,3.9
Pursuit of Glory,2008,3.9
Ora et Labora,2011,3.9
Wildcatters,2013,3.9
Alchemists,2014,3.9
Mombasa,2015,3.9
No Retreat! Italian Front: 1943-45,2015,3.9
1882: Assiniboia,2019,3.9
Descent on Crete: May 1941,1978,3.91
War Games Rules  3000 BC to 1485 AD,1980,3.91
Black Sea Black Death,1982,3.91
Battle Over Britain,1983,3.91
Barbarossa: Game of the Russo-German War 1941-45,1986,3.91
Air Superiority,1987,3.91
The Campaigns of Robert E. Lee,1988,3.91
Over the Reich,1993,3.91
Sagunto: The Battle for Valencia,1993,3.91
Triumphant Fox: Rommel's Finest Hour,1994,3.91
For-Ex,2017,3.91
Brass: Birmingham,2018,3.91
Hannibal & Hamilcar,2018,3.91
Orléans Stories,2019,3.91
For Whom the Bell Tolls,1995,3.92
GD '42: Grossdeutschland,2009,3.92
Show Business,2010,3.92
Fallout: Wasteland Warfare,2018,3.92
Thunder in the East,2018,3.92
This Terrible Sound,2000,3.93
Infinity,2005,3.93
Lobositz: First Battle of the Seven Years War,2005,3.93
Malifaux (Second Edition),2013,3.93
Freedom in the Galaxy: The Star Rebellions. 5764 AD,1979,3.94
7 Ages,2004,3.94
Silver Bayonet: The First Team in Vietnam. 1965 (25th Anniversary Edition),2016,3.94
Incorporated,2016,3.94
Hybris: Disordered Cosmos,2021,3.94
Kolin: Frederick's First Defeat - June 18. 1757,1994,3.95
Barbarossa: Army Group Center. 1941,1998,3.95
1889: History of Shikoku Railways,2004,3.95
Epic of the Peloponnesian War,2006,3.95
Dead of Winter: The Battle of Stones River (Second Edition),2009,3.95
18NEB,2010,3.95
Solarius Mission,2016,3.95
Stellar Horizons,2020,3.95
A Fearful Slaughter: The Battle of Shiloh,2004,3.96
Android,2008,3.96
Terra Mystica,2012,3.96
Crown of Roses,2012,3.96
Mistfall,2015,3.96
Prehistory,2018,3.96
Carthage: The First Punic War,2005,3.97
Indonesia,2005,3.98
1835,1990,3.99
Legend of the Five Rings: The Card Game,2017,3.99
Objective Moscow: The Death of Soviet Communism,1978,4
Harpoon (1st & 3rd edition),1981,4
The Fall of France,1981,4
Pacific Fleet,1983,4
World War II: European Theater of Operations,1985,4
Rommel in North Africa: The War in the Desert 1941-42,1986,4
Tokyo Express: The Guadalcanal Naval Campaign - 1942,1988,4
Bloody 110,1989,4
Hitler's Last Gamble,1989,4
1944: Second Front,1990,4
La Bataille des Quatre Bras,1991,4
Rossyïa 1917,1995,4
War in the Desert,1997,4
Leuthen: Frederick's Greatest Victory,1997,4
Charlemagne,1998,4
Dredd: The Card Game,1999,4
Forgotten Axis: The Finnish Campaign,1999,4
Sicily: Triumph and Folly,2000,4
The Russo-Japanese War: Dawn of the Rising Sun,2004,4
Allegiance: War of Factions,2004,4
1829 Mainline,2005,4
Bonaparte,2006,4
18West,2007,4
Look Away!,2007,4
1886,2009,4
1761: From Canal to Rail,2011,4
Rune Wars,2012,4
18Ruhr,2012,4
Canadian Crucible: Brigade Fortress at Norrey,2013,4
Primer: The Gamer's Source for Battles from the Age of Reason,2013,4
Nations at War: Stalin's Triumph,2013,4
The Grand Campaign,2013,4
The Mystery of the Templars,2013,4
Prague: The Empty Triumph,2014,4
Wu Wei: Journey of the Changing Path,2014,4
Z First Impact: Opus 1 Chapter 1,2014,4
Small City,2015,4
1914: Serbien Muss Sterbien,2015,4
Magic: The Gathering - Duel Decks: Elspeth vs. Kiora,2015,4
Gathering Storm,2015,4
Operation Dauntless: The Battles for Fontenay and Rauray. France. June 1944,2016,4
South Pacific: Breaking the Bismarck Barrier 1942-1943,2016,4
Ligny & Wavre 1815: The Empire's Last Victories,2016,4
CLE 18.00,2016,4
Ninja Arena,2016,4
Sabbat Magica,2016,4
Anachrony,2017,4
Alien vs Predator: The Hunt Begins (Second Edition),2017,4
Operation Mercury: The Invasion of Crete,2017,4
Saipan: The Bloody Rock,2017,4
Lock 'n Load Tactical: Heroes of North Africa,2017,4
Zpocalypse 2: Defend the Burbs,2017,4
Gruff: Rage of the Trolls,2017,4
1867: Railways of Canada,2017,4
The Wilson Wolfe Affair,2017,4
1868,2017,4
Destiny Aurora: Renegades,2017,4
Smolensk: Barbarossa Derailed,2018,4
Adeptus Titanicus: The Horus Heresy Rules Set,2018,4
18GB: The Railways of Great Britain,2018,4
Montélimar: Anvil of Fate,2018,4
1834,2018,4
Gallipoli. 1915: Churchill's Greatest Gamble,2018,4
1822MX,2019,4
Malifaux (Third Edition),2019,4
Wing Leader: Victories 1940-1942 (Second Edition),2019,4
Necromunda: Dark Uprising,2019,4
1883: Building Railroads in Northern Italy,2019,4
Imperium Romanum,2019,4
Tomorrow Dies Today,2020,4
1846: The Race for the Midwest,2005,4.01
Falling Sky: The Gallic Revolt Against Caesar,2016,4.01
Spirit Island,2017,4.01
Tekhenu: Obelisk of the Sun,2020,4.01
Tawantinsuyu: The Inca Empire,2020,4.01
Burma: The Campaign in Northern Burma,1999,4.02
John Prados' Third Reich,2001,4.02
Barrage,2019,4.02
After the Holocaust: The Nuclear Devastation of America - Recovery and Reunification,1977,4.03
Carrier: The Southwest Pacific Campaign - 1942-1943,1990,4.03
De Bellis Multitudinis: Wargames Rules for Ancient and Medieval Battles - 3000 BC to 1500 AD,1993,4.03
Sword & Sorcery,2017,4.03
Gandhi: The Decolonization of British India. 1917 - 1947,2019,4.03
Squad Leader,1977,4.04
2038: Tycoons of the Asteroid Belt,1995,4.04
DAK: The Campaign in North Africa. 1940-1942,1997,4.04
Totaler Krieg!,1999,4.04
Assyrian Wars,2005,4.04
Dominant Species,2010,4.04
Three Kingdoms Redux,2014,4.04
Last Chance for Victory: The Battle of Gettysburg,2014,4.04
CO₂: Second Chance,2018,4.04
Trismegistus: The Ultimate Formula,2019,4.04
The Burning Blue,2006,4.05
Clash of Monarchs,2008,4.05
Vinhos Deluxe Edition,2016,4.05
Too Many Bones: Undertow,2018,4.05
City of the Big Shoulders,2019,4.05
Achtung: Spitfire!,1995,4.06
Fire in the Lake,2014,4.06
The Lord of the Ice Garden,2014,4.06
D-Day at Peleliu,2015,4.06
Liberty or Death: The American Insurrection,2016,4.06
3-D Chess,1977,4.07
NATO Division Commander,1980,4.07
World War II: Pacific Theater of Operations,1991,4.07
Tunisia,1995,4.07
18GA,1998,4.07
Attack Vector: Tactical,2004,4.07
Berlin: Red Victory,2006,4.07
Master of Economy,2010,4.07
1914: Offensive à outrance,2013,4.07
Peloponnesian War,2019,4.07
Atlantic Wall: The Invasion of Europe,1978,4.08
Gazala: The Clash of Armor,1983,4.08
Zorndorf,1996,4.08
Downtown: Air War Over Hanoi. 1965-1972,2004,4.08
Days of Decision III,2004,4.08
Comanchería: The Rise and Fall of the Comanche Empire,2016,4.08
Fatal Alliances: The Great War,2016,4.08
UBOOT: The Board Game,2019,4.08
Europa Universalis: The Price of Power,2021,4.08
