Name,Year,Weight
Plums,2015,1.78
Dragon Rampant: Fantasy Wargaming Rules,2015,1.78
Frantic,2015,1.78
The Chosin Few,2016,1.78
Table Battles,2017,1.78
Herbaceous Sprouts,2019,1.78
Zoom in Barcelona,2019,1.78
Baseball Strategy,1960,1.79
Major Battles and Campaigns of General George S. Patton,1973,1.79
Blockade,1975,1.79
Leverage,1977,1.79
Master Labyrinth,1991,1.79
Katamino,1992,1.79
Lifeboats,1993,1.79
Creatures & Cultists,1993,1.79
Battles of the Ancient World Volume II,1995,1.79
Chief Herman's Holiday Fun Pack,2000,1.79
Warhamster Rally,2001,1.79
Warp 6,2002,1.79
Beer Money,2004,1.79
StrataGem,2004,1.79
Take Stock,2006,1.79
Liebe & Intrige,2007,1.79
Ubongo: Duel,2008,1.79
Hogwarts: House Cup Challenge,2008,1.79
Maori,2009,1.79
Langfinger,2009,1.79
Disaster on Everest,2010,1.79
Adlung Land,2010,1.79
Dive! Diver! Die!,2010,1.79
Sheepland,2012,1.79
Clocks,2012,1.79
Pixel Lincoln: The Deckbuilding Game,2013,1.79
Adventure Tours,2014,1.79
The Last Spike,2015,1.79
Ludi Gladiatorii,2015,1.79
Dark Dealings,2016,1.79
1759:  The Siege of Quebec,2018,1.79
Mandala,2019,1.79
Royalty,1959,1.8
Long Cours,1959,1.8
High Hand,1963,1.8
Kaiser,1965,1.8
Mastermind,1971,1.8
Treasure of the Pharaohs,1974,1.8
221B Baker Street: The Master Detective Game,1975,1.8
Cathedral,1978,1.8
Sudden Death!,1978,1.8
Ace of Aces: Powerhouse Series,1981,1.8
Zar,1981,1.8
Battle for Normandy,1982,1.8
City of Sorcerers,1982,1.8
Boarding Party,1982,1.8
The Keep,1983,1.8
Bible Challenge,1984,1.8
Clue VCR Mystery Game,1985,1.8
Od,1985,1.8
Az Ezüst-tó kincse,1986,1.8
Restaurant,1987,1.8
Rock Trivia,1987,1.8
Pipeline,1988,1.8
New Orleans Big Band,1990,1.8
Nightmare,1991,1.8
Anagram: The Ingenious Game of Juggling Words,1991,1.8
Die Verbotene Stadt,1992,1.8
Tintin et le Piège du Totem Dhor,1993,1.8
Slasher: The Final Cut,1994,1.8
Triology,1994,1.8
Turf Horse Racing,1995,1.8
Wrott & Swindlers,1995,1.8
Anno Domini,1995,1.8
Bakschisch,1995,1.8
Fireside Football,1996,1.8
Moonshot the Game,1997,1.8
Top It,1997,1.8
Jump!,1998,1.8
Monopoly: National Parks Edition,1998,1.8
Die Glücksritter,1999,1.8
Friends,1999,1.8
Cluedo  Passport to Murder,2000,1.8
The Jewish War,2000,1.8
Zenix,2000,1.8
House of Horrors,2000,1.8
Aber Hallo!,2000,1.8
Vom Kap bis Kairo,2001,1.8
Munchkin,2001,1.8
Knights of the Dinner Table: HACK!,2001,1.8
Discovery,2002,1.8
Quest Master,2002,1.8
Clue FX,2003,1.8
Trivial Pursuit: Volume 6,2003,1.8
Marco Polo Expedition,2004,1.8
Der Prestel Schlossgarten,2004,1.8
Dead Hand Chaos Poker,2004,1.8
Harry Potter Hogwarts Dueling Club Game,2004,1.8
Black Molly,2004,1.8
Vapor's Gambit,2004,1.8
Marvin Marvel's Marvelous Marble Machine,2005,1.8
SharkPark,2005,1.8
California,2006,1.8
Canossa,2006,1.8
Pit Fighter: Fantasy Arena,2006,1.8
Spin & Trap,2006,1.8
Twin Win,2007,1.8
Die Jagd nach dem Gral,2007,1.8
Laborigines,2007,1.8
Risk: Transformers - Cybertron Battle Edition,2007,1.8
The Red Dragon Inn 2,2008,1.8
Cambria,2008,1.8
El Erudito,2008,1.8
Kimaloé,2008,1.8
Succesvol slecht zijn,2008,1.8
Living Labyrinth,2008,1.8
Tonga Island,2009,1.8
Hotel Amsterdam,2009,1.8
Legitimacy,2009,1.8
Three-Dragon Ante: Emperor's Gambit,2010,1.8
Levée en Masse: The Wars of the French Revolution,2010,1.8
Got It!,2010,1.8
Zaic,2010,1.8
Busstop: The Boardgame,2010,1.8
RisiKo! Challenge,2010,1.8
Bastogne: A Desperate Defense,2010,1.8
Odin's Table,2010,1.8
Discover India,2010,1.8
Pelican Cove,2011,1.8
RoboDerby: Express,2011,1.8
Perplexus Rookie,2011,1.8
Electronic Labyrinth,2011,1.8
Alien Menace,2011,1.8
Abtei der Rätsel,2011,1.8
Paul Koenig's Market Garden: Nijmegen Bridge,2012,1.8
Oh no... INVASION!!!,2012,1.8
Go Goblin. Go!,2012,1.8
Hey Froggy!,2012,1.8
Balance of Power,2012,1.8
Big Badaboom,2012,1.8
Monopoly: Doctor Who 50th Anniversary Collectors Edition,2012,1.8
The Builders: Middle Ages,2013,1.8
The Red Dragon Inn 4,2013,1.8
The Hobbit: The Desolation of Smaug,2013,1.8
Top 5 Rummy,2013,1.8
Paradise Fallen: The Card Game,2013,1.8
Splendor,2014,1.8
DragonFlame,2014,1.8
Dorasure,2014,1.8
Leagues of Adventure: Rocket Race,2014,1.8
Length x Wit,2014,1.8
BANG!: Halo,2014,1.8
NanoBot Battle Arena,2014,1.8
Assassin's Creed: Arena,2014,1.8
The Institute for Magical Arts,2015,1.8
Munchkin The Nightmare Before Christmas,2015,1.8
Boomtown Bandits,2015,1.8
Versailles,2015,1.8
Random Encounters,2015,1.8
Callisto,2015,1.8
Amphipolis,2015,1.8
Green: The Golf Card Game,2015,1.8
Trenton 1776,2015,1.8
ILIOS,2015,1.8
Stingy,2015,1.8
Touria,2016,1.8
Around the World in 80 Days,2016,1.8
The Golden Sails,2016,1.8
Movable Type,2016,1.8
Dungeon Solitaire: Labyrinth of Souls,2016,1.8
Dungeon Scroll,2016,1.8
Clue: Game of Thrones,2016,1.8
Siege of Sunfall,2016,1.8
Ascendants of Aetheros,2016,1.8
75 Gnom' Street,2016,1.8
Mise: Kolonizace,2016,1.8
That's What She Said Game,2016,1.8
Break the Code,2017,1.8
Doctor Who Fluxx,2017,1.8
Dungeon Draft,2017,1.8
BEEEEES!,2017,1.8
Blorg in the Midwest,2017,1.8
Hack Trick: It's Hacking Time,2017,1.8
Road Hog: Rule the Road,2017,1.8
Pencil Park,2017,1.8
Death Show TV,2017,1.8
Potato Pirates,2017,1.8
Sherlock: Paradero Desconocido,2018,1.8
Powerships,2018,1.8
Down in Flames: Locked-On,2018,1.8
Mystic Market,2019,1.8
The Menace Among Us,2019,1.8
Star Wars: Dark Side Rising,2019,1.8
Atelier: The Painter's Studio,2019,1.8
Unstable Unicorns: Chaos,2019,1.8
Big Dig,2019,1.8
Puzzle Dungeon,2019,1.8
Humboldt's Great Voyage,2019,1.8
antyszczepionkowcy.biz,2019,1.8
Ticket to Ride: Amsterdam,2020,1.8
Skulls of Sedlec,2020,1.8
Schotten Totten 2,2020,1.8
Afternova,2020,1.8
Der Perfekte Moment,2020,1.8
Jubako,2020,1.8
Kiitos,2020,1.8
Veiled Fate,2021,1.8
Hunted: Kobayashi Tower,2021,1.8
High-Bid,1965,1.81
Monopoly: London,1972,1.81
Dark Tower,1981,1.81
Trivial Pursuit: The 1980's,1989,1.81
Space Fleet,1991,1.81
The Omega Virus,1992,1.81
The Gardens of the Alhambra,1993,1.81
Trivial Pursuit: Genus IV,1996,1.81
Orcz,2000,1.81
Zombie Plague,2001,1.81
Der Herr der Ringe: Die Zwei Türme,2002,1.81
Lawless,2003,1.81
Around the World in 80 Days,2004,1.81
BuyWord,2004,1.81
Infernal Contraption,2007,1.81
Down Under,2007,1.81
Modern Naval Battles: Global Warfare,2008,1.81
Wizard's Gambit,2008,1.81
Paris Connection,2010,1.81
Mondo,2011,1.81
1st & Goal,2011,1.81
Villagers & Villains,2011,1.81
Gentlemen Thieves,2012,1.81
King & Assassins,2013,1.81
Guilds of Cadwallon,2013,1.81
Medieval Academy,2014,1.81
DC Comics Deck-Building Game: Rivals - Batman vs The Joker,2014,1.81
Portal of Heroes,2015,1.81
Tiny Epic Defenders,2015,1.81
Beasty Bar: New Beasts in Town,2015,1.81
Oceanos,2016,1.81
Thunder & Lightning,2016,1.81
30 Rails,2016,1.81
Spring Meadow,2018,1.81
Cerberus,2018,1.81
Terror Below,2019,1.81
Coup,1975,1.82
Spellmaker,1978,1.82
The Bottom Line,1985,1.82
Police 07,1986,1.82
Courtisans of Versailles,1988,1.82
Gold Connection,1992,1.82
Alibi,1993,1.82
The Hobbit Adventure Boardgame,1994,1.82
Emmerlaus Duel of Mages,1996,1.82
Yali,1996,1.82
Think: Memo Crime,1997,1.82
Corruption,2000,1.82
Drakon (Second Edition),2002,1.82
Street Illegal,2002,1.82
Arena Maximus,2003,1.82
The Mother Lode of Sticky Gulch,2003,1.82
Avalon,2003,1.82
Hector and Achilles,2003,1.82
Druids,2004,1.82
Fangs,2005,1.82
Drakon (Third Edition),2006,1.82
Soccer Tactics World,2006,1.82
Experiment,2006,1.82
Petits Meurtres & Faits Divers,2007,1.82
Timber Tom,2008,1.82
Clue: Discover the Secrets,2008,1.82
Kazaam,2008,1.82
90°,2008,1.82
Einauge sei wachsam!,2009,1.82
D-Day Dice: Free Trial Version,2009,1.82
Agricola Express,2009,1.82
Dresden 20,2009,1.82
Mr. Jack Pocket,2010,1.82
Le Donjon de Naheulbeuk,2010,1.82
Van Helsing,2010,1.82
Meltdown 2020,2011,1.82
Stratopolis,2012,1.82
Connections,2012,1.82
Custer's Final Campaign: 7th Cavalry at Little Bighorn,2012,1.82
Six Making,2013,1.82
The Hobbit: An Unexpected Journey,2013,1.82
Trains and Stations,2013,1.82
Colt Express,2014,1.82
Province,2014,1.82
Gardens,2014,1.82
La Fallera Calavera: el joc de cartes valencià,2014,1.82
Cacao,2015,1.82
Between Two Cities,2015,1.82
Fidelitas,2015,1.82
Piratoons,2015,1.82
Jolly Roger: The Game of Piracy & Mutiny,2015,1.82
Scoundrel Society,2015,1.82
\91\microfilms\93\,2015,1.82
Legendary: Big Trouble in Little China,2016,1.82
The Castles of Burgundy: The Dice Game,2017,1.82
Tsukiji,2017,1.82
Arena: For the Gods!,2017,1.82
Fire of Eidolon,2017,1.82
Welcome To...,2018,1.82
Ankh'or,2019,1.82
Fire Tower,2019,1.82
Pocket Landship,2019,1.82
Chachapoya,2019,1.82
Escape the Dark Sector,2020,1.82
Beez,2020,1.82
BRIDG-IT,1960,1.83
So Long Sucker,1964,1.83
Score Four,1967,1.83
Tuf,1967,1.83
Across the Board,1975,1.83
Broadsides & Boarding Parties,1982,1.83
Panzer Korps,1982,1.83
Master,1982,1.83
Pirate Island,1984,1.83
Quest,1984,1.83
Last Word,1985,1.83
Ace of Aces: Handy Rotary Deluxe Edition,1986,1.83
King's Court,1986,1.83
Ben Hur,1987,1.83
Die unendliche Geschichte,1987,1.83
Race to Riches,1989,1.83
Lone Wolf and Cub Game,1989,1.83
Boom Town,1990,1.83
Quits,1990,1.83
Automania: The Game of the Motor Giants,1991,1.83
Name Burst,1992,1.83
Fibonacci,1992,1.83
U.F.O.s,1992,1.83
Das Pferd von Troja,1993,1.83
Kingdoms,1994,1.83
Crisis: 2000,1994,1.83
Nobody is Perfect 2,1995,1.83
Canaletto,1995,1.83
Lao Pengh,1999,1.83
Fight City,1999,1.83
Monopoly: Star Wars Episode I,1999,1.83
Face to the Mat,2000,1.83
In Pursuit,2001,1.83
eBay: The Card Game,2001,1.83
Monopoly: NHL,2001,1.83
Gaudí,2002,1.83
Trivial Pursuit: 20th Anniversary Edition,2002,1.83
Fearsome Floors,2003,1.83
The Penguin Ultimatum,2003,1.83
Niagara,2004,1.83
Shakespeare: The Bard Game,2004,1.83
Desperados,2004,1.83
Knjaz'ja,2005,1.83
Montanara,2005,1.83
RPGQuest: The Knights Templar,2005,1.83
SuDoku: The Board Game,2005,1.83
Munchkin Impossible,2006,1.83
"Kreuzverhör: Krimi-Kartenspiel für zwei ""Ermittler""",2006,1.83
Crazy Diamond & Karatino,2006,1.83
10,2006,1.83
Anasazi,2006,1.83
Deal or No Deal,2006,1.83
Gipsy King,2007,1.83
Ninja Sen So,2007,1.83
Tiki Mountain!,2007,1.83
1001 Karawane,2007,1.83
The Climbers,2008,1.83
Hold the Line,2008,1.83
Cartagena: Die Goldinsel,2008,1.83
Rapscallion,2008,1.83
Cable Car,2009,1.83
Kuhhandel Master,2009,1.83
Montego Bay,2009,1.83
Leaping Lemmings,2010,1.83
Aliens: This Time It's War,2010,1.83
4 Seasons,2010,1.83
House of Spirits,2010,1.83
U-Build Monopoly,2010,1.83
Mammut,2011,1.83
Space Mission,2011,1.83
String Railway: Transport,2011,1.83
Cherokee,2011,1.83
Mount Drago,2011,1.83
Pitch'n Dunk,2011,1.83
Mondriaan 2020,2011,1.83
Witty Chronos,2011,1.83
Castle Dash,2011,1.83
Carcassonne: Winter Edition,2012,1.83
Rise!,2012,1.83
Blood & Sand,2012,1.83
Cavemen Playing With Fire,2012,1.83
Salmon Run,2013,1.83
Sherlock 13,2013,1.83
Gem Rush,2013,1.83
Dirigible Disaster,2013,1.83
The Doom That Came to Atlantic City,2013,1.83
Road Rally USA,2013,1.83
The Cards of Cthulhu,2014,1.83
Legends and Lies,2014,1.83
The Black Rose,2014,1.83
Trambahn,2015,1.83
Holmes: Sherlock & Mycroft,2015,1.83
Agent Decker,2015,1.83
Warehouse 51,2015,1.83
Munchkin Steampunk,2015,1.83
Norsaga,2015,1.83
Munchkin Gloom,2015,1.83
Skyliners,2015,1.83
Internal Affairs,2015,1.83
Suez '56: Anglo French Intervention in Egypt,2015,1.83
oddball Aeronauts 2: Double the Trouble,2015,1.83
Spearpoint 1943: Eastern Front,2015,1.83
Los Aprendices,2015,1.83
Matryoshka,2016,1.83
Noxford,2016,1.83
Martial Art,2016,1.83
Crazy Karts,2016,1.83
Goblins en la mina,2016,1.83
MoonQuake Escape,2016,1.83
Rocky Road à la Mode,2017,1.83
Origami,2017,1.83
Q.E.,2017,1.83
Cobras,2017,1.83
Mystic ScROLLS,2017,1.83
Minute Realms,2017,1.83
SPY,2017,1.83
Los Tesoros del Rey Pirata,2017,1.83
Decrypto,2018,1.83
Reef,2018,1.83
Air. Land. & Sea,2018,1.83
The Island of El Dorado,2018,1.83
Fort Sumter: The Secession Crisis. 1860-61,2018,1.83
Dicetopia,2018,1.83
Tower of Madness,2018,1.83
Shikoku,2018,1.83
Walls of York,2018,1.83
End of the Trail,2018,1.83
Silver,2019,1.83
Imperial Settlers: Roll & Write,2019,1.83
Bloom Town,2019,1.83
Wodny szlak,2019,1.83
Unmatched: Jurassic Park - InGen vs Raptors,2020,1.83
Dice Throne: Season One ReRolled,2020,1.83
Unmatched: Buffy the Vampire Slayer,2020,1.83
Exit: The Game - The Enchanted Forest,2020,1.83
Cosmic Colonies,2020,1.83
Floor Plan,2020,1.83
Disney: The Haunted Mansion - Call of the Spirits Game,2020,1.83
White Eagle Defiant: Poland 1939,2020,1.83
The Generals,1980,1.84
Input,1984,1.84
Global Pursuit,1987,1.84
Wacky Wacky West,1991,1.84
Black Death,1993,1.84
Chrononauts,2000,1.84
Trivial Pursuit: Genus 5,2000,1.84
Wyatt Earp,2001,1.84
A Dog's Life,2001,1.84
Dragonland,2002,1.84
Lightning: D-Day,2004,1.84
Monsters Menace America,2005,1.84
Super Munchkin,2005,1.84
Vampire: Dark Influences,2006,1.84
Atlantis,2009,1.84
Sobek,2010,1.84
Objective: Kiev,2010,1.84
Rockband Manager,2010,1.84
Undermining,2011,1.84
For The Win,2012,1.84
Boss Monster: The Dungeon Building Card Game,2013,1.84
One Zero One,2013,1.84
Händler der Karibik,2013,1.84
Tortuga,2014,1.84
Adventure Land,2015,1.84
Lift Off! Get me off this Planet!,2015,1.84
Kerala: The Way of the Elephant,2016,1.84
Exit: The Game - The Sunken Treasure,2017,1.84
Overbooked,2018,1.84
Deadwood 1876,2018,1.84
Clue Master Detective,1988,1.85
Star Force Terra #1: Contact!,1991,1.85
Outrage! Steal the Crown Jewels,1992,1.85
Star Wars: The Interactive Video Board Game,1996,1.85
Freibeuter,1998,1.85
Gobblet,2000,1.85
Brawling Battleships,2003,1.85
Ticket to Ride,2004,1.85
The Downfall of Pompeii,2004,1.85
La Strada,2004,1.85
Tyrus,2004,1.85
Sword and Sail,2004,1.85
Pentago,2005,1.85
Ingenious: Travel Edition,2006,1.85
Card Football: Premiere Edition,2006,1.85
Cold War: CIA vs KGB,2007,1.85
Pizza Box Baseball,2008,1.85
Iconica,2008,1.85
Ultimate,2008,1.85
Pocket Battles: Celts vs. Romans,2009,1.85
Ninja Burger: Secret Ninja Death Touch Edition,2009,1.85
Monkey Lab,2009,1.85
Space Pirates,2009,1.85
Stich-Meister,2010,1.85
King's Vineyard,2010,1.85
Inspector Moss: House Arrest,2011,1.85
Fish Cook,2012,1.85
Congo Merc: The Congo. 1964,2012,1.85
The Great Heartland Hauling Co.,2013,1.85
Limes,2014,1.85
RARRR!!,2014,1.85
Risk: Star Wars Edition,2015,1.85
One Night Revolution,2015,1.85
Da Luigi,2015,1.85
Operation F.A.U.S.T.,2015,1.85
Firefly: Shiny Dice,2015,1.85
Hit Z Road,2016,1.85
Suspicion,2016,1.85
Deus Ex Machina,2016,1.85
Sprawlopolis,2018,1.85
Carcassonne: Safari,2018,1.85
Unmatched: Battle of Legends. Volume One,2019,1.85
Deep Blue,2019,1.85
Bravo!,2019,1.85
Krypto,1963,1.86
Ergo,1977,1.86
Battle: The Game of Strategy,1979,1.86
Raid on Iran,1980,1.86
Sanctuary: Thieves World,1982,1.86
Babuschka,1982,1.86
Casablanca,1983,1.86
The Baton Races of Yaz,1984,1.86
Trivial Pursuit: Young Players Edition Master Game,1984,1.86
The Warlock of Firetop Mountain,1986,1.86
Doolittle & Waite,1986,1.86
Pyramidis,1988,1.86
Maestro,1989,1.86
Pony Express,1991,1.86
Coup,1991,1.86
Age of Chivalry,1992,1.86
Colpevole!,1992,1.86
Dragonfire,1992,1.86
Das letzte Paradies,1993,1.86
Word Thief,1994,1.86
Stonehenge,1994,1.86
Quests of the Round Table,1995,1.86
Echelons of Fire,1995,1.86
Arabana-Ikibiti,1997,1.86
Basari,1998,1.86
Finale,1998,1.86
Fall of Berlin,1998,1.86
Battle of the Atlantic,2000,1.86
Troia,2000,1.86
Meander,2001,1.86
Tangram Master,2001,1.86
Maginor,2001,1.86
Fist of Dragonstones,2002,1.86
NFL Showdown,2002,1.86
Sluff Off!,2003,1.86
Linja,2003,1.86
Battlecards: World Conflict - Pacific Theatre: Starter Set,2003,1.86
Early American Chrononauts,2004,1.86
Cellar des Triplettes 醉佳拍檔,2004,1.86
Diceland: Dragons,2005,1.86
12 Thieves,2006,1.86
Great Wall of China,2006,1.86
Koala,2006,1.86
Zooloretto,2007,1.86
Airships,2007,1.86
Les 7 Blasons,2007,1.86
11 de Setembre. Setge 1714,2008,1.86
Crash by Crash,2008,1.86
Zug,2009,1.86
Chelsea,2009,1.86
Grimoire,2010,1.86
Verbàlia. el joc,2010,1.86
Keep Up The Fire!: The Boxer Rebellion,2011,1.86
The Big Time!,2011,1.86
Disaster on K2,2011,1.86
Diam's,2011,1.86
Ready to Rock!,2012,1.86
Expedite,2012,1.86
RoboTroc,2012,1.86
Zombies at Your Heels,2012,1.86
Pint Craft,2012,1.86
The Last Banquet,2012,1.86
Tajemnicze Domostwo,2013,1.86
CV,2013,1.86
Koryŏ,2013,1.86
Quicksilver,2013,1.86
Shift: The Single Card CCG,2013,1.86
7 Dice Wonders,2013,1.86
The Amberden Affair,2013,1.86
The Draugr,2014,1.86
Bigfoot,2014,1.86
Treasure Hunter,2015,1.86
Lumis: Der Pfad des Feuers,2015,1.86
Black Hills,2016,1.86
Ogre: Objective 218,2016,1.86
The Opulent,2016,1.86
The Lost Expedition,2017,1.86
A4 Quest,2017,1.86
Pot de Vin,2017,1.86
Cannon Buster,2017,1.86
The Hearmees,2017,1.86
The Grimm Forest,2018,1.86
Hail Hydra,2018,1.86
Deckscape: The Mystery of Eldorado,2018,1.86
Honga,2018,1.86
Prowler's Passage,2018,1.86
Tyler Sigman's Crows,2018,1.86
Bridges to Nowhere,2018,1.86
Forbidden City,2018,1.86
Outlaws: Last Man Standing,2018,1.86
Exit: The Game - The Stormy Flight,2019,1.86
Judge Dredd: Helter Skelter,2019,1.86
Solar Draft,2019,1.86
Waterloo Campaign 1815,2019,1.86
Atheneum: Mystic Library,2020,1.86
Plunder: A Pirate's Life,2020,1.86
Tumble Town,2021,1.86
Civil War,1961,1.87
Quinto,1964,1.87
Mini Mastermind,1972,1.87
Bowl Bound,1973,1.87
The Awful Green Things From Outer Space,1979,1.87
Europe at War,1985,1.87
Hoity Toity,1990,1.87
Gang of Four,1990,1.87
Battle Masters,1992,1.87
The Bottle Imp,1995,1.87
Quads,1996,1.87
Bargain Hunter,1998,1.87
Shazamm!,2003,1.87
Naval Battles,2004,1.87
Kablamo,2004,1.87
Stratego: The Chronicles of Narnia,2005,1.87
Ubongo Extreme,2007,1.87
Kleine Helden,2007,1.87
Witch's Brew,2008,1.87
Ticket to Ride: The Card Game,2008,1.87
Ancient Battles Deluxe: From Guts to Gunpowder,2008,1.87
Escape from the Aliens in Outer Space,2010,1.87
Quest: A Time of Heroes,2010,1.87
Toledo 1085,2010,1.87
Desert War: Egypt. 1940,2010,1.87
Test of Fire: Bull Run 1861,2011,1.87
Urbion,2012,1.87
Dread Curse,2013,1.87
King of New York,2014,1.87
Android: Mainframe,2016,1.87
The Manhattan Project: Chain Reaction,2016,1.87
One Night Ultimate Alien,2017,1.87
Gingerbread House,2018,1.87
Gunkimono,2018,1.87
Space Park,2018,1.87
Xerxes,1973,1.88
Escrete,1982,1.88
Wildlife Adventure,1985,1.88
Dragonlance,1988,1.88
Curse of the Mummy's Tomb,1988,1.88
Clever Endeavor,1989,1.88
Minion Hunter,1992,1.88
The Mob,1993,1.88
Paparazzo,1994,1.88
Stratego 4,1995,1.88
Overpower,1995,1.88
The Dinosaur Game: Survival or Extinction,1995,1.88
Saludos Amigos!,1996,1.88
Quoridor,1997,1.88
Clue:  Limited Gift Edition,1997,1.88
Die Seidenstraße,1998,1.88
IceTowers,1999,1.88
Monopoly: Euro,2000,1.88
Clue: The Haunted Mansion,2002,1.88
Killer Bunnies and the Quest for the Magic Carrot,2002,1.88
New Mastermind,2004,1.88
Skåål,2004,1.88
Clue DVD Game,2005,1.88
Lineage II: The Boardgame,2005,1.88
Phantom Rummy,2005,1.88
Texas Roll'Em,2005,1.88
Gambit Royale,2006,1.88
Venus Needs Men,2006,1.88
Pick & Pack,2007,1.88
War at Sea (Third Edition),2007,1.88
Wind & Wetter,2007,1.88
The Market of Alturien,2007,1.88
Jena 20,2008,1.88
Burger Joint,2009,1.88
The d6 Shooters,2009,1.88
Donna Leon: Gefährliches Spiel,2009,1.88
Politico: The Fall of Caesar,2010,1.88
Neuron,2010,1.88
Killer Bunnies and the Conquest of the Magic Carrot,2011,1.88
Zug um Zug: Deutschland,2012,1.88
In Magnificent Style: Pickett's Charge at Gettysburg,2012,1.88
Cavemen: The Quest for Fire,2012,1.88
Bullenparty,2012,1.88
Pink Hijinks,2012,1.88
Wild Fun West,2012,1.88
Carcassonne: South Seas,2013,1.88
Jupiter Rescue,2013,1.88
Hold the Line:  Frederick's War,2013,1.88
30 Carats,2013,1.88
CLUE: The Big Bang Theory,2013,1.88
Pagoda,2014,1.88
Speakeasy,2014,1.88
Pressure Cooker,2014,1.88
Nevermore,2015,1.88
CVlizations,2015,1.88
BANG! The Duel,2015,1.88
Entropy,2015,1.88
Frontier Stations,2015,1.88
Race to the North Pole,2015,1.88
Enchanters,2016,1.88
Gorechosen,2016,1.88
Perspective,2016,1.88
Rising 5: Runes of Asteros,2017,1.88
Word Domination,2017,1.88
Rumble Nation,2017,1.88
Divinity Derby,2017,1.88
Nomads,2017,1.88
Star Realms: Frontiers,2018,1.88
Imhotep: The Duel,2018,1.88
passtally,2018,1.88
Kodama Duo,2018,1.88
Woodlands,2018,1.88
The Brigade,2018,1.88
Gretchinz!,2018,1.88
The Quest for El Dorado: The Golden Temples,2019,1.88
Adventure Games: Monochrome Inc.,2019,1.88
Revolution of 1828,2019,1.88
Trekking the World,2020,1.88
Café,2020,1.88
Roll n Cook,2020,1.88
Overboard,1978,1.89
Intruder,1980,1.89
Trenchfoot,1981,1.89
Judge Dredd,1982,1.89
Dostihy a sázky,1983,1.89
Dinosaurs of the Lost World,1987,1.89
Scrutineyes,1992,1.89
Palermo,1992,1.89
Magalon,1998,1.89
The High Kings of Tara,1998,1.89
Mit List und Tücke,1999,1.89
Eclipse,1999,1.89
Buffy the Vampire Slayer: The Board Game,2000,1.89
Gemblo,2003,1.89
Wordigo,2003,1.89
Atta Ants,2003,1.89
Starfight,2004,1.89
Seasons: The Calendar Rummy Game,2004,1.89
Artifact,2004,1.89
Pentago XL,2005,1.89
24/7: The Game,2006,1.89
Travel Carcassonne,2007,1.89
Halo ActionClix,2007,1.89
300: The Board Game,2007,1.89
Im Wald da sind die Räuber,2008,1.89
Fleets 2025: East China Sea,2008,1.89
Infinite City,2009,1.89
Martinique,2009,1.89
Filipino Fruit Market,2009,1.89
Genial Spezial,2009,1.89
À la charge: Normands et Byzantins,2009,1.89
Mountain of Inferno,2009,1.89
Boots on the Ground,2010,1.89
Summy,2010,1.89
WayWord,2011,1.89
The Alamo Remembered,2011,1.89
Pocket Battles: Macedonians vs. Persians,2012,1.89
Leuthen: Frederick's Greatest Victory 5 December. 1757,2012,1.89
Sheepdogs of Pendleton Hill,2012,1.89
PLAGUE: The Card Game,2012,1.89
Koi Pond: A Coy Card Game,2013,1.89
Fluxx: The Board Game,2013,1.89
Blood of the Werewolf,2013,1.89
Pandemic: Contagion,2014,1.89
Munchkin Adventure Time,2014,1.89
Quilt Show,2014,1.89
Pixel Glory,2014,1.89
Meteor,2014,1.89
Peptide: A Protein Building Game,2014,1.89
Teratozoic,2014,1.89
OctoDice,2015,1.89
Kenjin,2015,1.89
Crab Stack,2015,1.89
¡Abordaje!,2015,1.89
Carcassonne: Amazonas,2016,1.89
Machi Koro: Bright Lights. Big City,2016,1.89
Kreus,2016,1.89
Bohemian Villages,2016,1.89
Magecraft,2016,1.89
Battle Line: Medieval,2017,1.89
Sonar,2017,1.89
Indulgence,2017,1.89
Leaders of Euphoria: Choose a Better Oppressor,2017,1.89
Button Men: Beat People Up,2017,1.89
That's Pretty Clever!,2018,1.89
The Order of Vampire Hunters,2018,1.89
Off the Rails,2018,1.89
Senshi,2018,1.89
Atlantica,2018,1.89
Run Fight or Die: Reloaded,2019,1.89
Inuit: The Snow Folk,2019,1.89
Caravan,2019,1.89
Dungeon Brawler,2019,1.89
Star Wars: Unlock!,2020,1.89
Tiny Epic Galaxies BLAST OFF!,2020,1.89
Napoleon Returns 1815,2020,1.89
Bullet♥︎,2021,1.89
Road to Richmond: The Peninsular Campaign. May-July. 1862,1977,1.9
The Lord of the Rings Adventure Game,1978,1.9
Napoleon's Art of War: Eylau & Dresden,1979,1.9
Runes,1981,1.9
Octiles,1984,1.9
Mystery Mansion,1984,1.9
Die Magier,1985,1.9
BattleTech Science Fiction Combat Book Game: SHD-2H Shadow Hawk,1987,1.9
Star Wars: Escape From The Death Star,1990,1.9
Ancients I,1992,1.9
Four Battles of the Ancient World,1992,1.9
Kuba,1994,1.9
Monopoly: Deluxe Edition,1995,1.9
Filthy Rich,1998,1.9
Parts Unknown,1999,1.9
Evergreen,1999,1.9
T-Rex,1999,1.9
Battle Line,2000,1.9
Castle,2000,1.9
Odysseus,2001,1.9
Queen's Necklace,2003,1.9
Dork Tower,2003,1.9
Avatar: The Last Airbender Trading Card Game,2006,1.9
Der Goldene Kompass,2007,1.9
Sudoku Moyo,2007,1.9
Wasabi!,2008,1.9
Those Pesky Humans!,2009,1.9
Huntik: Secrets and Seekers Trading Card Game,2009,1.9
Mai-Star,2010,1.9
